Query	Target	TM-score
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1v04A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d6xlra2.pdb	0.5564
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1fo0B.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d3lpwa2.pdb	0.5552
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1inyA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d6hrla_.pdb	0.5540
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1gyhA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d6hrla_.pdb	0.5524
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1kq1A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-S4CBP7-F1-model_v4_TED01.pdb	0.5522
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1v04A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d2ovrb2.pdb	0.5522
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2atkC.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A0B8NNU5-F1-model_v4_TED01.pdb	0.5521
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1jlkA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d2rc5a2.pdb	0.5518
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1kq1A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-W2TYH5-F1-model_v4_TED01.pdb	0.5512
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1ttcA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A2W5SL30-F1-model_v4_TED01.pdb	0.5477
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2ftpA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d3thaa1.pdb	0.5475
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2b3rA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A1F0AQC4-F1-model_v4_TED01.pdb	0.5472
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1ft3A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A5N6G653-F1-model_v4_TED02.pdb	0.5458
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2fcwA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A3A9GZ50-F1-model_v4_TED03.pdb	0.5451
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1aj0A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d5ruba1.pdb	0.5435
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1fo0B.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d4n2ka1.pdb	0.5431
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1ft3A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-J7S2T6-F1-model_v4_TED02.pdb	0.5427
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1d9eA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d5ruba1.pdb	0.5421
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2atkC.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A399SIX8-F1-model_v4_TED01.pdb	0.5421
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1uszA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A835TBK8-F1-model_v4_TED06.pdb	0.5413
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1so8A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d1j4aa1.pdb	0.5409
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1u5wA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d4jhca_.pdb	0.5409
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2a10A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d1fjgj_.pdb	0.5405
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1x90A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A6A3HE56-F1-model_v4_TED01.pdb	0.5398
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1gveB.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d3bofa1.pdb	0.5394
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1m6jA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d5ruba1.pdb	0.5392
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1wwbX.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A6H3PXG9-F1-model_v4_TED03.pdb	0.5387
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1qkkA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d2rc5a2.pdb	0.5382
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/6chyA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d2rc5a2.pdb	0.5381
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1inyA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d6xlra2.pdb	0.5377
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2fjcA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d1hf8a1.pdb	0.5367
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1tuxA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d5ruba1.pdb	0.5361
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1ttcA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A1F0AQC4-F1-model_v4_TED01.pdb	0.5349
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1pv1A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A1D2MQU1-F1-model_v4_TED02.pdb	0.5349
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2avkA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d2pg0a2.pdb	0.5343
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1ft3A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A0F9IKH2-F1-model_v4_TED01.pdb	0.5335
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1gveB.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d3thaa1.pdb	0.5332
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1x90A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d2pg0a2.pdb	0.5329
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2atkC.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d3ze3a_.pdb	0.5324
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2cj4A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A6A3HE56-F1-model_v4_TED01.pdb	0.5323
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2iygA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d1fjgj_.pdb	0.5311
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1cmiA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A2K1JUE2-F1-model_v4_TED01.pdb	0.5308
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1x90A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A381E7L1-F1-model_v4_TED01.pdb	0.5306
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2fcwA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A5C3N622-F1-model_v4_TED01.pdb	0.5305
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2cj4A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d2pg0a2.pdb	0.5302
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2b3rA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A6H3PXG9-F1-model_v4_TED03.pdb	0.5298
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1ytlA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d1ig3a2.pdb	0.5297
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1o5jA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A6S6S6F8-F1-model_v4_TED01.pdb	0.5283
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1ft3A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A7S0HXB5-F1-model_v4_TED03.pdb	0.5279
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1yjgA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d2pg0a2.pdb	0.5278
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2fcwA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A7W2ILY3-F1-model_v4_TED02.pdb	0.5271
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2atkC.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A5C3N622-F1-model_v4_TED01.pdb	0.5262
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1uszA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A1V1NZV6-F1-model_v4_TED02.pdb	0.5251
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2ftpA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d5ruba1.pdb	0.5250
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1cmiA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d1u84a_.pdb	0.5249
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1wwbX.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A518BDB6-F1-model_v4_TED03.pdb	0.5243
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1jlkA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d1jsca3.pdb	0.5237
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1ttcA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A518BDB6-F1-model_v4_TED03.pdb	0.5212
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1ft3A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d2dmga1.pdb	0.5208
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2fcwA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A2E2V9P5-F1-model_v4_TED01.pdb	0.5201
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2a10A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A0C1EQZ1-F1-model_v4_TED02.pdb	0.5197
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1of3A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A4R2F3E5-F1-model_v4_TED01.pdb	0.5191
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1kq1A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A395NBZ7-F1-model_v4_TED01.pdb	0.5190
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1t1jA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d2r48a1.pdb	0.5182
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2atkC.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A7W7CKG5-F1-model_v4_TED01.pdb	0.5180
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1ttcA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A7W1ESZ6-F1-model_v4_TED04.pdb	0.5177
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1ft3A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A554J7B5-F1-model_v4_TED01.pdb	0.5171
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2fcwA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d3vrna1.pdb	0.5169
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1pv1A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A5J4YPM4-F1-model_v4_TED02.pdb	0.5163
