struct1	struct2	Progres_score	CIRPIN_score
001098981	003420946	0.4903	0.9303
001098981	003433819	0.5834	0.9228
001098981	003455834	0.5917	0.9095
001098981	003469259	0.5623	0.9320
001098981	003470173	0.5577	0.9011
001098981	003471813	0.5931	0.9161
001098981	003472945	0.5778	0.9029
001098981	003474713	0.5535	0.9049
001098981	003481560	0.5941	0.9154
001098981	003483105	0.4871	0.9337
001098981	003493662	0.5075	0.9170
001098981	003494476	0.5351	0.9072
001098981	003504236	0.4950	0.9088
001098981	003504252	0.3401	0.9374
001098981	003505042	0.5617	0.9069
001098981	003505381	0.5529	0.9179
001098981	003505467	0.5418	0.9317
001098981	003507456	0.5995	0.9216
001098981	003508423	0.5580	0.9143
001098981	003512247	0.5691	0.9002
001098981	003518622	0.5759	0.9018
001098981	003533575	0.5896	0.9269
001098981	003543254	0.5286	0.9021
001098981	003564195	0.5134	0.9095
001098981	003573774	0.5154	0.9139
001098981	003580535	0.5003	0.9249
001098981	003621644	0.5749	0.9298
001098981	003621702	0.5535	0.9089
001098981	003623214	0.5622	0.9346
001098981	003626230	0.5986	0.9238
001098981	003629909	0.5213	0.9363
001098981	003638316	0.5810	0.9103
001098981	003649316	0.5453	0.9148
001098981	003649644	0.5643	0.9381
001098981	003667681	0.5091	0.9242
001098981	003671929	0.5391	0.9359
001098981	003672824	0.4622	0.9221
001098981	003675499	0.5594	0.9185
001098981	003679896	0.5529	0.9017
001098981	003683469	0.5828	0.9239
001098981	003688260	0.3647	0.9322
001098981	003697214	0.4711	0.9346
001098981	003697216	0.5420	0.9028
001098981	003697218	0.4082	0.9294
001098981	003700856	0.4885	0.9076
001098981	003706696	0.5382	0.9161
001098981	003716299	0.5628	0.9332
001098981	003716570	0.5552	0.9299
001098981	003725627	0.5683	0.9088
001098981	003738490	0.2725	0.9066
001098981	003738492	0.5221	0.9202
001098981	003739577	0.5033	0.9307
001098981	003739578	0.5232	0.9415
001098981	003739596	0.5621	0.9158
001098981	003741405	0.5566	0.9425
001098981	003743271	0.5920	0.9131
001098981	003743591	0.5019	0.9130
001098981	003750432	0.5751	0.9111
001098981	003754929	0.5749	0.9180
001098981	003756621	0.5551	0.9011
001098981	003781533	0.5559	0.9110
001098981	003781954	0.5378	0.9032
001098981	003781955	0.5637	0.9193
001098981	003786786	0.5791	0.9190
001098981	003787810	0.5643	0.9248
001098981	003789861	0.5551	0.9289
001098981	003798401	0.5712	0.9063
001098981	003798409	0.5683	0.9317
001098981	003800751	0.5928	0.9041
001098981	003800838	0.4978	0.9262
001098981	003809923	0.5523	0.9186
001098981	003813425	0.4467	0.9301
001098981	003813426	0.5365	0.9188
001098981	003814809	0.5802	0.9195
001098981	003875444	0.5909	0.9145
001098981	003875700	0.4952	0.9212
001098981	003877011	0.5060	0.9271
001098981	003895818	0.5630	0.9089
001098981	003895826	0.5220	0.9123
001098981	003910714	0.5175	0.9165
001098981	003911484	0.5592	0.9022
001098981	003913832	0.5647	0.9200
001098981	003915214	0.5494	0.9091
001098981	003925621	0.5582	0.9159
001098981	003928031	0.5703	0.9258
001098981	003932942	0.5523	0.9065
001098981	003940980	0.5777	0.9076
001098981	003971911	0.5565	0.9081
001098981	003981156	0.5491	0.9081
001098981	003994072	0.5830	0.9264
001098981	003995888	0.5872	0.9095
001098981	004011876	0.5679	0.9157
001098981	004023653	0.5462	0.9020
001098981	004025694	0.5179	0.9089
001098981	004027641	0.4631	0.9239
001098981	004157691	0.5886	0.9213
001098981	004167416	0.5506	0.9008
001098981	004177166	0.5146	0.9069
001098981	004206669	0.5646	0.9072
001098981	004281583	0.5966	0.9055
001098981	004335820	0.5954	0.9176
001098981	004383450	0.5763	0.9115
001098981	004426949	0.5658	0.9272
001098981	004431173	0.5647	0.9124
001098981	004436995	0.5845	0.9007
001098981	004451645	0.5867	0.9042
001098981	004477576	0.5760	0.9088
001098981	004515212	0.4391	0.9108
001098981	004538531	0.5961	0.9237
001098981	004547491	0.5960	0.9053
001098981	004631911	0.5809	0.9069
001098981	004838702	0.5288	0.9419
001098981	004932602	0.5314	0.9171
001098981	004932668	0.5926	0.9003
001098981	004933747	0.5736	0.9100
001098981	004934972	0.5783	0.9084
001098981	004943116	0.5759	0.9156
001098981	004947065	0.5980	0.9218
001098981	004978940	0.5337	0.9126
001098981	004995237	0.5918	0.9229
001098981	005000805	0.5580	0.9173
001098981	005001328	0.5534	0.9061
001098981	005026869	0.5717	0.9030
001098981	005036416	0.5215	0.9166
001098981	005040251	0.5833	0.9376
001178357	004092189	0.5170	0.9106
001178357	004308223	0.5385	0.9018
001178357	004376900	0.5162	0.9215
001178976	001683691	0.5871	0.9062
001178976	003211406	0.5853	0.9513
001178976	003215100	0.5226	0.9248
001178976	003228368	0.5718	0.9214
001178976	003317376	0.5998	0.9031
001178976	003324140	0.5246	0.9060
001178976	003362546	0.5364	0.9014
001178976	003364798	0.4990	0.9167
001178976	003474713	0.5345	0.9148
001178976	003483105	0.4765	0.9182
001178976	003494476	0.5330	0.9022
001178976	003504236	0.5150	0.9073
001178976	003505467	0.5461	0.9138
001178976	003621702	0.5390	0.9290
001178976	003629909	0.5413	0.9220
