Protein1,Protein2,tmscore_max,tmscore_cp_max,tmscore_min,tmscore_cp_min,progres_score,cirpin_score,Protein1_sccs,Protein2_sccs,tm_score_min_difference,Protein1_uniprot,Protein2_uniprot
1a22A,2fjcA,0.42277,0.54352,0.42277,0.54352,0.6469355225563049,0.9574409127235411,a.26.1.1,a.25.1.1,0.12075,P01241,P16665
1a7dA,1ji4A,0.46125,0.46125,0.39781,0.39781,0.4267063736915588,0.7587981224060059,a.24.4.1,a.25.1.1,0.0,P02247,P43313
1a7dA,2bkcA,0.48649,0.56661,0.40322,0.46935,0.4489962160587311,0.7734907865524292,a.24.4.1,a.25.1.1,0.0661299999999999,P02247,P80725
1a7mA,1krqA,0.42017,0.50843,0.42017,0.50843,0.5492837429046631,0.9623934030532836,a.26.1.1,a.25.1.1,0.08826,P09056,Q46106
1a7mA,2fzfA,0.46697,0.5884,0.46697,0.5884,0.5855056047439575,0.988734006881714,a.26.1.1,a.25.1.1,0.12143,P09056,Q8U1L6
1aewA,1lkiA,0.47263,0.56956,0.46807,0.56431,0.6052674651145935,0.9276395440101624,a.25.1.1,a.26.1.1,0.0962399999999999,P02791,P09056
1aewA,1pvhB,0.4754,0.57409,0.4754,0.57409,0.6192752122879028,0.9473930597305298,a.25.1.1,a.26.1.1,0.09869,P02791,P15018
1aewA,1f6fA,0.49907,0.59085,0.46934,0.55673,0.6050724983215332,0.9425144791603088,a.25.1.1,a.26.1.1,0.0873899999999999,P02791,P16038
1aluA,2gs4A,0.5025,0.63595,0.5025,0.63595,0.6096274852752686,0.9111160039901732,a.26.1.1,a.25.1.4,0.13345,P05231,P21362
1aluA,2gyqA,0.50613,0.65562,0.49262,0.63897,0.6097630262374878,0.8925144672393799,a.26.1.1,a.25.1.4,0.14635,P05231,Q6N4M9
1aluA,2clbA,0.48948,0.64593,0.4703,0.61984,0.5859416723251343,0.9619321823120116,a.26.1.1,,0.1495399999999999,P05231,P95855
1aluA,1n1qA,0.48005,0.62326,0.48005,0.62326,0.5996958613395691,0.9476841688156128,a.26.1.1,a.25.1.1,0.14321,P05231,P83695
1aluA,2ib0A,0.49646,0.65294,0.49646,0.65294,0.5935946702957153,0.9908885955810548,a.26.1.1,a.25.1.9,0.1564799999999999,P05231,O05815
1aluA,1mfrA,0.48437,0.57711,0.45104,0.54098,0.6518023014068604,0.95079505443573,a.26.1.1,a.25.1.1,0.08994,P05231,P07798
1aluA,2cf7A,0.49906,0.62925,0.49906,0.62925,0.6288533210754395,0.9707269668579102,a.26.1.1,a.25.1.1,0.1301899999999999,P05231,P0CB53
1aluA,2chiA,0.47754,0.57918,0.44246,0.53886,0.6546446084976196,0.9537229537963868,a.26.1.1,a.25.1.1,0.0963999999999999,P05231,P02794
1aluA,2ffxJ,0.48226,0.58944,0.44494,0.54571,0.6630786061286926,0.9416078329086304,a.26.1.1,a.25.1.1,0.10077,P05231,P02792
1aluA,1bcfA,0.48743,0.63199,0.48483,0.62869,0.6273817420005798,0.9747380018234252,a.26.1.1,a.25.1.1,0.14386,P05231,P0ABD3
1aluA,1jigA,0.48924,0.61423,0.48924,0.61423,0.5823158621788025,0.949720859527588,a.26.1.1,a.25.1.1,0.12499,P05231,Q8RPQ1
1aluA,1krqA,0.48551,0.58768,0.46573,0.56519,0.6277754306793213,0.959850549697876,a.26.1.1,a.25.1.1,0.0994599999999999,P05231,Q46106
1aluA,1h96A,0.47864,0.57687,0.45458,0.55112,0.6500716805458069,0.9455618858337402,a.26.1.1,a.25.1.1,0.09654,P05231,P29391
1aluA,1gwgA,0.4839,0.57678,0.45741,0.54829,0.6448895335197449,0.9511306881904602,a.26.1.1,a.25.1.1,0.09088,P05231,P02791
1aluA,1vlgA,0.47614,0.58057,0.45936,0.56081,0.6280271410942078,0.9645718336105348,a.26.1.1,a.25.1.1,0.10145,P05231,Q9X0L2
1aluA,1z4aA,0.47551,0.57569,0.45891,0.55622,0.630426287651062,0.964504897594452,a.26.1.1,a.25.1.1,0.09731,P05231,Q9X0L2
1aluA,1umnA,0.46151,0.62819,0.46151,0.62819,0.5843909978866577,0.971064567565918,a.26.1.1,a.25.1.1,0.16668,P05231,P0CB53
1aluA,1jgcA,0.47991,0.61118,0.47242,0.60195,0.6076205968856812,0.9535001516342164,a.26.1.1,a.25.1.1,0.1295299999999999,P05231,Q59738
1aluA,2fg4A,0.48493,0.5722,0.4513,0.53698,0.6635029315948486,0.9309502243995668,a.26.1.1,a.25.1.1,0.08568,P05231,P02792
1aluA,1yuzA,0.51177,0.62378,0.417,0.50817,0.6241288781166077,0.8920960426330566,a.26.1.1,a.25.1.1,0.09117,P05231,P30820
1aluA,1r03A,0.47671,0.59514,0.44396,0.55559,0.6516406536102295,0.9284743070602416,a.26.1.1,a.25.1.1,0.11163,P05231,Q8N4E7
1aluA,1vjxA,0.48158,0.65284,0.48158,0.65284,0.6356519460678101,0.9776172637939452,a.26.1.1,a.25.1.1,0.1712599999999999,P05231,Q9X1L2
1aluA,2fkzA,0.48844,0.62883,0.48844,0.62883,0.6413314342498779,0.9680583477020264,a.26.1.1,a.25.1.1,0.14039,P05231,P22759
1aluA,2d5kA,0.48104,0.62659,0.48104,0.62659,0.5809414386749268,0.9479607343673706,a.26.1.1,a.25.1.0,0.1455499999999999,P05231,A0A0H2X069
1aluA,1bg7A,0.47102,0.53339,0.47102,0.53339,0.6317970156669617,0.968514084815979,a.26.1.1,a.25.1.1,0.06237,P05231,P07229
1aluA,1rciA,0.48774,0.59294,0.45403,0.55377,0.6561839580535889,0.946189820766449,a.26.1.1,a.25.1.1,0.09974,P05231,P07797
1aluA,2cluA,0.48003,0.58155,0.44533,0.5411,0.6563782691955566,0.950796365737915,a.26.1.1,a.25.1.1,0.09577,P05231,P02794
1aluA,2c41A,0.50233,0.64973,0.50233,0.64973,0.625258207321167,0.9453760385513306,a.26.1.1,a.25.1.0,0.1473999999999999,P05231,Q8DG54
1aluA,2bw1A,0.46174,0.63343,0.46174,0.63343,0.5953787565231323,0.9662176370620728,a.26.1.1,a.25.1.1,0.17169,P05231,P0CB53
1aluA,1rccA,0.48675,0.59065,0.4532,0.55148,0.6661025285720825,0.9487482309341432,a.26.1.1,a.25.1.1,0.0982799999999999,P05231,P07797
1aluA,1sofA,0.48782,0.62717,0.48782,0.62717,0.6186765432357788,0.9711924195289612,a.26.1.1,a.25.1.1,0.13935,P05231,P22759
1aluA,2fjcA,0.49354,0.63723,0.49354,0.63723,0.6322133541107178,0.9698594212532043,a.26.1.1,a.25.1.1,0.1436899999999999,P05231,P16665
1aluA,2ah6A,0.39849,0.39849,0.39849,0.39849,0.6823467016220093,0.8552194237709045,a.26.1.1,a.25.2.2,0.0,P05231,Q9KCH6
1aluA,1ji4A,0.50824,0.612,0.50824,0.612,0.5658919811248779,0.9609977006912231,a.26.1.1,a.25.1.1,0.1037599999999999,P05231,P43313
1aluA,1z6oM,0.48509,0.57232,0.41122,0.48968,0.6495164632797241,0.944920301437378,a.26.1.1,a.25.1.1,0.07846,P05231,A0A7E5WTY7
1aluA,1rytA,0.45546,0.63173,0.3899,0.53876,0.5602283477783203,0.9266806840896606,a.26.1.1,a.25.1.1,0.14886,P05231,P24931
1aluA,2iy4A,0.44579,0.64378,0.44579,0.64378,0.5782277584075928,0.9690986275672911,a.26.1.1,a.25.1.1,0.19799,P05231,Q8Y8G1
1aluA,1qghA,0.51676,0.6366,0.51676,0.6366,0.5737810730934143,0.970632016658783,a.26.1.1,a.25.1.1,0.11984,P05231,P80725
1aluA,2bk6A,0.51576,0.64066,0.51576,0.64066,0.575198769569397,0.9689330458641052,a.26.1.1,a.25.1.1,0.1249,P05231,P80725
1aluA,2bjyA,0.51851,0.64433,0.51851,0.64433,0.5946807265281677,0.9658589363098145,a.26.1.1,a.25.1.1,0.1258199999999999,P05231,P80725
1aluA,1o9rA,0.50103,0.64791,0.48826,0.63138,0.629660964012146,0.9650471210479736,a.26.1.1,a.25.1.1,0.14312,P05231,Q8UCK6
1aluA,1wy1A,0.43883,0.55885,0.43883,0.55885,0.6483132839202881,0.8636353015899658,a.26.1.1,,0.1200199999999999,P05231,O58404
1aluA,2bkcA,0.52037,0.63935,0.52037,0.63935,0.5984276533126831,0.9715312719345092,a.26.1.1,a.25.1.1,0.1189799999999999,P05231,P80725
1aluA,1ji5A,0.48022,0.60701,0.48022,0.60701,0.5813419222831726,0.953462302684784,a.26.1.1,a.25.1.1,0.12679,P05231,Q8RPQ2
1au1A,1vjxA,0.50883,0.60777,0.50883,0.60777,0.6544356942176819,0.9554430842399596,a.26.1.3,a.25.1.1,0.09894,P01574,Q9X1L2
1au1A,1r03A,0.46848,0.60236,0.45721,0.5879,0.6852854490280151,0.8873897790908813,a.26.1.3,a.25.1.1,0.1306899999999999,P01574,Q8N4E7
1ax8A,2gyqA,0.5666,0.68539,0.46545,0.56649,0.6401215195655823,0.8605917692184448,a.26.1.1,a.25.1.4,0.10104,P41159,Q6N4M9
1ax8A,2cj4A,0.47776,0.47776,0.43071,0.43071,0.6478878259658813,0.683692216873169,a.26.1.1,a.29.6.1,0.0,P41159,O49908
1ax8A,1wy1A,0.45162,0.57933,0.41979,0.53835,0.6441447138786316,0.8333635330200195,a.26.1.1,,0.11856,P41159,O58404
1ax8A,2g2dA,0.3909,0.57633,0.3401,0.48739,0.6854546070098877,0.8277615308761597,a.26.1.1,a.25.2.0,0.1472899999999999,P41159,P9WP99
1ax8A,2nt8A,0.44627,0.56971,0.33863,0.43118,0.6718425750732422,0.8362360000610352,a.26.1.1,a.25.2.0,0.09255,P41159,Q50EJ2
1ax8A,1yuxA,0.54628,0.65,0.38044,0.45578,0.6782581806182861,0.9205089211463928,a.26.1.1,a.25.1.1,0.07534,P41159,P30820
1ax8A,1rytA,0.49263,0.61238,0.35558,0.44263,0.628495991230011,0.9337469339370728,a.26.1.1,a.25.1.1,0.08705,P41159,P24931
1ax8A,1rkeB,0.39482,0.39482,0.30959,0.30959,0.663070023059845,0.6875514984130859,a.26.1.1,a.24.9.1,0.0,P41159,P18206
1ax8A,1wvtA,0.45249,0.56937,0.40749,0.51355,0.6838769316673279,0.8616623878479004,a.26.1.1,a.25.2.0,0.1060599999999999,P41159,Q96YJ2
1axiA,2gydA,0.43806,0.53825,0.43806,0.53825,0.6340347528457642,0.943574070930481,a.26.1.1,a.25.1.1,0.10019,P01241,P02791
1axiA,1jgcA,0.43107,0.54152,0.43107,0.54152,0.595887303352356,0.9339160919189452,a.26.1.1,a.25.1.1,0.1104499999999999,P01241,Q59738
1axiA,1gwgA,0.43812,0.53995,0.43812,0.53995,0.633677065372467,0.9402801394462584,a.26.1.1,a.25.1.1,0.10183,P01241,P02791
1axiA,2ffxJ,0.414,0.54251,0.414,0.54251,0.6473820805549622,0.9289171695709229,a.26.1.1,a.25.1.1,0.12851,P01241,P02792
1axiA,2fkzA,0.42289,0.5528,0.42289,0.5528,0.6347809433937073,0.9542090892791748,a.26.1.1,a.25.1.1,0.1299099999999999,P01241,P22759
1axiA,1rciA,0.44045,0.54199,0.44045,0.54199,0.6465101838111877,0.933076024055481,a.26.1.1,a.25.1.1,0.1015399999999999,P01241,P07797
1axiA,1aewA,0.43723,0.54153,0.43723,0.54153,0.6425468921661377,0.9329023361206056,a.26.1.1,a.25.1.1,0.1042999999999999,P01241,P02791
1axiA,2fg4A,0.41225,0.54154,0.41225,0.54154,0.6543247699737549,0.9241264462471008,a.26.1.1,a.25.1.1,0.12929,P01241,P02792
1axiA,1rcdA,0.43686,0.54296,0.43686,0.54296,0.6502964496612549,0.9349002838134766,a.26.1.1,a.25.1.1,0.1060999999999999,P01241,P07797
1axiA,2cluA,0.40695,0.54299,0.40695,0.54299,0.6402220726013184,0.9366942644119264,a.26.1.1,a.25.1.1,0.13604,P01241,P02794
1axiA,1s3qA,0.39306,0.51558,0.39306,0.51558,0.5806658267974854,0.9682217836380004,a.26.1.1,a.25.1.1,0.12252,P01241,O29424
1axiA,1rccA,0.4366,0.54124,0.4366,0.54124,0.6557863354682922,0.9371804594993592,a.26.1.1,a.25.1.1,0.10464,P01241,P07797
1axiA,1bcfA,0.42756,0.55635,0.42756,0.55635,0.6244893670082092,0.961063027381897,a.26.1.1,a.25.1.1,0.12879,P01241,P0ABD3
1axiA,1z6oM,0.4002,0.5251,0.37527,0.49016,0.6272739768028259,0.9271891117095948,a.26.1.1,a.25.1.1,0.1148899999999999,P01241,A0A7E5WTY7
1axiA,1fhaA,0.406,0.53934,0.406,0.53934,0.6357119679450989,0.93888521194458,a.26.1.1,a.25.1.1,0.13334,P01241,P02794
1axiA,1mfrA,0.43558,0.54367,0.43558,0.54367,0.6358290314674377,0.936963677406311,a.26.1.1,a.25.1.1,0.1080899999999999,P01241,P07798
1axiA,1vlgA,0.41605,0.53249,0.41605,0.53249,0.6203662157058716,0.9498921632766724,a.26.1.1,a.25.1.1,0.11644,P01241,Q9X0L2
1axiA,1eumA,0.40756,0.5479,0.40756,0.5479,0.6286773085594177,0.9415905475616456,a.26.1.1,a.25.1.1,0.14034,P01241,P0A998
1axiA,1yuxA,0.44218,0.52862,0.39648,0.47652,0.6876393556594849,0.8904299736022949,a.26.1.1,a.25.1.1,0.08004,P01241,P30820
1axiA,1krqA,0.41406,0.54562,0.41406,0.54562,0.6184902787208557,0.943656861782074,a.26.1.1,a.25.1.1,0.13156,P01241,Q46106
1axiA,2itbA,0.46394,0.59862,0.4266,0.5507,0.7058650255203247,0.9251612424850464,a.26.1.1,a.25.1.7,0.1240999999999999,P01241,Q88KV1
1axiA,1mojA,0.45425,0.57818,0.4437,0.56518,0.6259083151817322,0.9215881824493408,a.26.1.1,a.25.1.1,0.12148,P01241,Q9HMP7
1axiA,2d5kA,0.44354,0.55199,0.44354,0.55199,0.5732054114341736,0.933603584766388,a.26.1.1,a.25.1.0,0.1084499999999999,P01241,A0A0H2X069
1axiA,1n1qA,0.43686,0.53666,0.43686,0.53666,0.5990349650382996,0.9358181953430176,a.26.1.1,a.25.1.1,0.0998,P01241,P83695
1axiA,2cf7A,0.42512,0.54778,0.42512,0.54778,0.6355053186416626,0.9576961398124696,a.26.1.1,a.25.1.1,0.12266,P01241,P0CB53
1axiA,2bw1A,0.43043,0.53433,0.43043,0.53433,0.612468957901001,0.9572196006774902,a.26.1.1,a.25.1.1,0.1038999999999999,P01241,P0CB53
1axiA,1jreA,0.43217,0.56788,0.43217,0.56788,0.6134651303291321,0.9565712809562684,a.26.1.1,a.25.1.1,0.13571,P01241,P0ABT2
1axiA,2clbA,0.45054,0.54972,0.45054,0.54972,0.5887733101844788,0.9394344091415404,a.26.1.1,,0.0991799999999999,P01241,P95855
1axiA,1jigA,0.44262,0.54214,0.44262,0.54214,0.5747575759887695,0.9358360767364502,a.26.1.1,a.25.1.1,0.0995199999999999,P01241,Q8RPQ1
1axiA,1vjxA,0.43877,0.55853,0.43877,0.55853,0.6192014813423157,0.9576940536499025,a.26.1.1,a.25.1.1,0.1197599999999999,P01241,Q9X1L2
1axiA,1umnA,0.42806,0.52493,0.42806,0.52493,0.587446928024292,0.9556170701980592,a.26.1.1,a.25.1.1,0.09687,P01241,P0CB53
1b5lA,1vjxA,0.5166,0.65088,0.5166,0.65088,0.656674325466156,0.9534577131271362,a.26.1.3,a.25.1.1,0.13428,P56828,Q9X1L2
1b5lA,2gyqA,0.53253,0.66539,0.50583,0.63239,0.6576892733573914,0.864761233329773,a.26.1.3,a.25.1.4,0.12656,P56828,Q6N4M9
1bbhA,1x90A,0.49141,0.59414,0.44781,0.54413,0.7210545539855957,0.943905234336853,a.24.3.2,a.29.6.1,0.09632,P00154,Q9LNF2
1bcfA,1pvhB,0.53993,0.64595,0.5094,0.61057,0.6021669507026672,0.9732543230056764,a.25.1.1,a.26.1.1,0.1011699999999999,P0ABD3,P15018
1bg7A,1bgcA,0.50362,0.57815,0.48975,0.56311,0.5936670303344727,0.956938087940216,a.25.1.1,a.26.1.1,0.0733599999999999,P07229,P35833
1bgcA,1z4aA,0.50688,0.63328,0.49135,0.6143,0.6027156710624695,0.9574143886566162,a.26.1.1,a.25.1.1,0.1229499999999999,P35833,Q9X0L2
1bgcA,1s3qA,0.49086,0.61063,0.49086,0.61063,0.5581055879592896,0.9729740619659424,a.26.1.1,a.25.1.1,0.1197699999999999,P35833,O29424
1bgcA,1umnA,0.55405,0.70029,0.55405,0.70029,0.5618224143981934,0.9616059064865112,a.26.1.1,a.25.1.1,0.1462399999999999,P35833,P0CB53
1bgcA,1vlgA,0.50797,0.6345,0.49229,0.61545,0.5989327430725098,0.9568260908126832,a.26.1.1,a.25.1.1,0.12316,P35833,Q9X0L2
1bgcA,2fg4A,0.49638,0.63467,0.46547,0.59501,0.6268149018287659,0.9320008754730223,a.26.1.1,a.25.1.1,0.12954,P35833,P02792
1bgcA,1h96A,0.5147,0.66406,0.4918,0.63448,0.6142750978469849,0.9390303492546082,a.26.1.1,a.25.1.1,0.14268,P35833,P29391
1bgcA,2bw1A,0.5544,0.70233,0.5544,0.70233,0.5814252495765686,0.9598550796508788,a.26.1.1,a.25.1.1,0.14793,P35833,P0CB53
1bgcA,2cluA,0.49306,0.63631,0.46033,0.59346,0.6169944405555725,0.9398505687713624,a.26.1.1,a.25.1.1,0.1331299999999999,P35833,P02794
1bgcA,1aewA,0.49492,0.63462,0.46628,0.59769,0.615861713886261,0.9405308365821838,a.26.1.1,a.25.1.1,0.13141,P35833,P02791
1bgcA,2cn7A,0.51312,0.63785,0.47852,0.59476,0.6190845966339111,0.9396445155143738,a.26.1.1,a.25.1.1,0.1162399999999999,P35833,P02794
1bgcA,1rcdA,0.51611,0.63999,0.48328,0.59978,0.62353515625,0.9413047432899476,a.26.1.1,a.25.1.1,0.1164999999999999,P35833,P07797
1bgcA,1nf4A,0.55877,0.6698,0.52642,0.63211,0.6053325533866882,0.957135796546936,a.26.1.1,a.25.1.1,0.1056899999999999,P35833,Q93PP9
1bgcA,1rccA,0.49534,0.66658,0.46458,0.62449,0.6286284923553467,0.94410640001297,a.26.1.1,a.25.1.1,0.15991,P35833,P07797
1bgcA,2cf7A,0.55365,0.69232,0.55365,0.69232,0.6021063327789307,0.9629222750663756,a.26.1.1,a.25.1.1,0.13867,P35833,P0CB53
1bgcA,1jgcA,0.54293,0.63978,0.53709,0.63321,0.5772855281829834,0.9447709321975708,a.26.1.1,a.25.1.1,0.0961200000000001,P35833,Q59738
1bgcA,2fkzA,0.5548,0.6342,0.5548,0.6342,0.6125099658966064,0.9659676551818848,a.26.1.1,a.25.1.1,0.0794,P35833,P22759
