struct1	struct2	Progres_score	CIRPIN_score
004583081	004947938	0.3692	0.9059
004583081	004992252	0.5428	0.9308
004657309	004942332	0.5767	0.9179
004657309	004947938	0.4210	0.9327
004657309	005045847	0.4236	0.9072
004927556	004942332	0.5890	0.9012
004927556	004947938	0.4188	0.9279
004928228	004947938	0.4278	0.9371
004928228	005045847	0.4343	0.9117
004928702	004942332	0.5988	0.9127
004928702	004947938	0.4369	0.9347
004928702	005045847	0.4416	0.9072
004929180	004947938	0.4419	0.9339
004929180	005045847	0.4494	0.9013
004930342	004942332	0.5806	0.9030
004930342	004947938	0.4212	0.9295
004930342	005045847	0.4275	0.9033
004931646	005045847	0.4677	0.9092
004931646	005074511	0.4997	0.9102
004931756	005074511	0.5360	0.9025
004933600	004942332	0.5971	0.9040
004933600	004947938	0.4268	0.9314
004933600	005045847	0.4304	0.9117
004934084	004942332	0.5791	0.9287
004934084	004947938	0.3954	0.9369
004934084	005045847	0.3990	0.9216
004934084	005074511	0.5412	0.9053
004934190	004947938	0.4625	0.9415
004934190	005045847	0.4713	0.9261
004934190	005074511	0.5976	0.9059
004934486	004947938	0.4236	0.9168
004934522	004942332	0.5619	0.9267
004934522	004947938	0.3844	0.9443
004934522	004992252	0.5890	0.9125
004934522	005045847	0.3873	0.9269
004934522	005074511	0.5269	0.9109
004934595	005045847	0.5131	0.9035
004934595	005074511	0.5568	0.9079
004935657	004947938	0.4529	0.9231
004937144	004942332	0.5897	0.9218
004937144	004947938	0.4235	0.9389
004937144	005045847	0.4289	0.9179
004941494	004947938	0.4029	0.9283
004941494	004992252	0.5960	0.9046
004942332	004942765	0.5995	0.9132
004942332	004944030	0.5885	0.9080
004942332	004944332	0.5788	0.9175
004942332	004945884	0.5656	0.9139
004942332	004946628	0.5902	0.9143
004942332	004947626	0.5961	0.9057
004942332	004951535	0.5931	0.9163
004942332	004955081	0.5950	0.9019
004942332	004956268	0.5782	0.9019
004942332	004959162	0.5625	0.9192
004942332	004963042	0.5836	0.9174
004942332	004965611	0.5954	0.9139
004942332	004970784	0.4893	0.9083
004942332	004970891	0.5828	0.9235
004942332	004977114	0.5789	0.9128
004942332	004981771	0.5275	0.9380
004942332	004982422	0.5807	0.9123
004942332	004982762	0.5764	0.9019
004942332	004983035	0.5905	0.9284
004942332	004985903	0.5991	0.9058
004942332	004989586	0.5824	0.9024
004942332	004992303	0.5778	0.9126
004942332	004995334	0.5604	0.9030
004942332	004998045	0.5501	0.9065
004942332	004998379	0.5960	0.9088
004942332	005002363	0.5895	0.9142
004942332	005006656	0.5596	0.9123
004942332	005006839	0.5561	0.9287
004942332	005011463	0.5760	0.9086
004942332	005014703	0.5466	0.9011
004942332	005015928	0.5165	0.9584
004942332	005016345	0.5803	0.9190
004942332	005016476	0.5571	0.9049
004942332	005022372	0.5913	0.9174
004942332	005022528	0.3489	0.9176
004942332	005028020	0.5480	0.9075
004942332	005028771	0.5832	0.9273
004942332	005029719	0.5696	0.9105
004942332	005031847	0.5825	0.9079
004942332	005036025	0.5440	0.9006
004942332	005036579	0.5707	0.9157
004942332	005037165	0.5978	0.9201
004942332	005037366	0.5983	0.9207
004942332	005037517	0.5766	0.9053
004942332	005037819	0.5971	0.9085
004942332	005040102	0.5928	0.9155
004942332	005041467	0.5489	0.9290
004942332	005043481	0.5199	0.9185
004942332	005047501	0.5644	0.9003
004942332	005049628	0.5852	0.9196
004942332	005050808	0.5897	0.9125
004942332	005053854	0.5670	0.9155
004942332	005054370	0.5896	0.9016
004942332	005056782	0.5966	0.9280
004942332	005061016	0.5450	0.9072
004942332	005064343	0.5950	0.9001
004942332	005066424	0.5931	0.9010
004942332	005067357	0.5773	0.9327
004942332	005068841	0.5861	0.9228
004942332	005069421	0.5898	0.9007
004942332	005070079	0.5616	0.9191
004942332	005070172	0.5085	0.9075
004942332	005071116	0.5633	0.9210
004942332	005072936	0.6000	0.9179
004942332	005074160	0.5930	0.9272
004942332	005076273	0.5886	0.9016
004942332	005077010	0.5906	0.9110
004942332	005078874	0.5975	0.9075
004942765	004947938	0.4165	0.9336
004942765	005045847	0.4209	0.9035
004944030	005045847	0.4804	0.9065
004944030	005074511	0.5336	0.9106
004944332	004947938	0.4092	0.9387
004944332	005045847	0.4131	0.9095
004945884	004947938	0.4121	0.9387
004945884	004992252	0.5914	0.9047
004945884	005045847	0.4139	0.9096
004946628	004947938	0.4154	0.9338
004946628	005045847	0.4191	0.9046
004947007	004947938	0.4618	0.9056
004947626	004947938	0.4068	0.9266
004947626	005045847	0.4146	0.9026
004947938	004950084	0.4958	0.9002
004947938	004951535	0.4343	0.9364
004947938	004955081	0.4263	0.9259
004947938	004956261	0.4308	0.9201
004947938	004956268	0.4096	0.9266
004947938	004959162	0.3993	0.9416
004947938	004963042	0.4074	0.9368
004947938	004965611	0.4305	0.9389
004947938	004970784	0.3871	0.9035
004947938	004970891	0.3935	0.9425
004947938	004975129	0.4713	0.9195
004947938	004976117	0.4581	0.9213
004947938	004977114	0.4258	0.9328
004947938	004977495	0.4203	0.9244
004947938	004980015	0.4680	0.9206
004947938	004980141	0.4570	0.9232
004947938	004981771	0.3815	0.9318
004947938	004982422	0.4061	0.9314
004947938	004982762	0.4121	0.9267
004947938	004983035	0.4177	0.9410
004947938	004985505	0.4553	0.9451
004947938	004988307	0.4146	0.9347
004947938	004990779	0.4407	0.9286
004947938	004992303	0.4558	0.9047
004947938	004993594	0.4775	0.9136
004947938	004993736	0.4509	0.9160
004947938	004994638	0.4456	0.9260
004947938	004995334	0.3763	0.9237
004947938	004998379	0.4145	0.9275
004947938	005000616	0.4222	0.9282
004947938	005002363	0.4070	0.9381
004947938	005006656	0.4551	0.9030
004947938	005006839	0.3936	0.9466
004947938	005010539	0.4333	0.9307
004947938	005011463	0.4373	0.9305
004947938	005015928	0.3717	0.9622
004947938	005016345	0.4160	0.9428
004947938	005022372	0.4579	0.9109
004947938	005022528	0.3051	0.9076
004947938	005023087	0.4151	0.9183
004947938	005027181	0.4775	0.9193
004947938	005028020	0.3957	0.9310
004947938	005028771	0.3985	0.9368
004947938	005029719	0.4064	0.9316
004947938	005030282	0.4139	0.9444
004947938	005031847	0.4096	0.9315
004947938	005036579	0.4032	0.9366
004947938	005037165	0.4264	0.9412
004947938	005037366	0.4397	0.9410
004947938	005037517	0.3974	0.9330
004947938	005037819	0.4231	0.9311
004947938	005040102	0.4233	0.9391
004947938	005041467	0.3736	0.9490
004947938	005042858	0.4600	0.9274
004947938	005043323	0.4325	0.9213
004947938	005043481	0.3773	0.9084
004947938	005045907	0.3979	0.9120
004947938	005046536	0.4117	0.9202
004947938	005047501	0.3880	0.9255
004947938	005048084	0.4706	0.9012
004947938	005049628	0.4000	0.9344
004947938	005049844	0.4133	0.9309
004947938	005050808	0.4237	0.9300
004947938	005053854	0.4217	0.9362
004947938	005054370	0.4175	0.9293
004947938	005056782	0.4213	0.9419
004947938	005058104	0.4953	0.9057
004947938	005061016	0.4003	0.9341
004947938	005066424	0.4213	0.9244
004947938	005067357	0.4021	0.9501
004947938	005068841	0.4094	0.9405
004947938	005069421	0.4231	0.9202
004947938	005070079	0.3955	0.9406
004947938	005071116	0.4008	0.9413
004947938	005072936	0.4213	0.9365
004947938	005074160	0.4135	0.9423
004947938	005075824	0.4259	0.9249
004947938	005076273	0.4050	0.9250
004947938	005077010	0.4115	0.9265
004947938	005078491	0.4598	0.9154
004950084	005045847	0.5101	0.9167
004950084	005074511	0.5377	0.9184
004951535	005045847	0.4386	0.9116
004955006	004981771	0.5061	0.9029
004955081	005045847	0.4318	0.9006
004959162	005045847	0.4058	0.9147
004963042	004992252	0.5998	0.9070
004963042	005045847	0.4121	0.9104
004965611	005045847	0.4346	0.9097
004967773	005045847	0.5067	0.9183
004967773	005074511	0.5640	0.9241
004970784	005045847	0.3973	0.9141
004970784	005074511	0.4411	0.9133
004970891	005045847	0.4002	0.9200
004970891	005074511	0.5486	0.9002
004977114	005045847	0.4297	0.9045
004977495	005045847	0.4274	0.9025
004981771	004992252	0.5949	0.9026
004981771	005045847	0.3913	0.9455
004981771	005074511	0.5049	0.9471
004982422	005045847	0.4119	0.9112
004983035	005045847	0.4212	0.9289
004983035	005074511	0.5612	0.9119
004984537	005045847	0.4950	0.9120
004984537	005074511	0.5657	0.9130
004985505	005045847	0.4544	0.9183
004985903	005045847	0.4957	0.9113
004985903	005074511	0.5476	0.9155
004988307	005045847	0.4204	0.9107
004988826	005045847	0.5342	0.9077
004988826	005074511	0.5700	0.9121
004989586	005045847	0.4569	0.9141
004989586	005074511	0.5237	0.9164
004990779	005045847	0.4459	0.9005
004992252	005002363	0.5990	0.9149
004992252	005015928	0.5531	0.9385
004992252	005037517	0.5977	0.9094
004992252	005041467	0.5923	0.9029
004992252	005053854	0.5977	0.9098
004992252	005056782	0.5955	0.9175
004992252	005070079	0.5911	0.9031
004992252	005071116	0.5857	0.9170
004992296	005045847	0.5295	0.9083
004992296	005074511	0.5896	0.9110
004992303	005045847	0.4722	0.9066
004992303	005074511	0.5189	0.9060
004993594	005045847	0.4870	0.9364
004993594	005074511	0.5589	0.9398
004994638	005045847	0.4527	0.9011
004998045	005045847	0.4591	0.9065
004998045	005074511	0.5036	0.9088
004998379	005045847	0.4206	0.9052
005000616	005045847	0.4276	0.9003
005002363	005045847	0.4118	0.9105
005006656	005045847	0.4697	0.9180
005006656	005074511	0.5066	0.9216
005006839	005045847	0.3985	0.9218
005006839	005074511	0.5301	0.9023
005010539	005045847	0.4406	0.9025
005014703	005045847	0.4429	0.9047
005014703	005074511	0.4949	0.9033
005015928	005045847	0.3807	0.9660
005015928	005074511	0.5006	0.9628
005016345	005045847	0.4208	0.9170
005016476	005045847	0.4357	0.9128
005016476	005074511	0.5152	0.9117
005022372	005045847	0.4727	0.9243
005022372	005074511	0.5375	0.9231
005022528	005045847	0.3139	0.9210
005022528	005074511	0.3342	0.9236
005028020	005045847	0.4002	0.9013
005028771	005045847	0.4020	0.9166
005029719	005045847	0.4101	0.9038
005030282	005045847	0.4204	0.9206
005031847	005045847	0.4165	0.9077
005036025	005045847	0.4504	0.9067
005036025	005074511	0.4916	0.9040
005036579	005045847	0.4087	0.9097
005037165	005045847	0.4339	0.9265
005037165	005074511	0.5662	0.9081
005037366	005045847	0.4448	0.9276
005037366	005074511	0.5675	0.9122
005037517	005045847	0.4056	0.9024
005037819	005045847	0.4285	0.9017
005040102	005045847	0.4281	0.9074
005041467	005045847	0.3803	0.9302
005041467	005074511	0.5255	0.9120
005043071	005045847	0.4116	0.9074
005043071	005074511	0.4607	0.9058
005043481	005045847	0.3905	0.9223
005043481	005074511	0.4670	0.9220
005045847	005048534	0.4144	0.9049
005045847	005049628	0.4072	0.9178
005045847	005049844	0.4197	0.9117
005045847	005050808	0.4286	0.9001
005045847	005053854	0.4236	0.9059
005045847	005054370	0.4215	0.9002
005045847	005056782	0.4279	0.9186
005045847	005058104	0.5075	0.9039
005045847	005061016	0.4062	0.9140
005045847	005064343	0.4794	0.9023
005045847	005066649	0.4702	0.9039
005045847	005067357	0.4069	0.9208
005045847	005068841	0.4131	0.9207
005045847	005070079	0.3983	0.9160
005045847	005070172	0.3867	0.9037
005045847	005071116	0.4026	0.9121
005045847	005072936	0.4264	0.9166
005045847	005074160	0.4175	0.9246
005045847	005075824	0.4329	0.9099
005045847	005076273	0.4111	0.9017
005045847	005077010	0.4172	0.9053
005045847	005078874	0.4750	0.9125
005045847	005080732	0.4991	0.9060
005048534	005074511	0.4435	0.9043
005056782	005074511	0.5735	0.9018
005064343	005074511	0.5296	0.9102
005067357	005074511	0.5488	0.9013
005068841	005074511	0.5516	0.9015
005070172	005074511	0.4987	0.9017
005071641	005074511	0.5335	0.9010
005074160	005074511	0.5645	0.9064
005074511	005078874	0.5339	0.9142
005074511	005080732	0.5622	0.9111
