struct1	struct2	Progres_score	CIRPIN_score
000007396	003538070	0.5635	0.9466
000007396	003837507	0.5666	0.9506
000007396	004124141	0.5965	0.9131
000007396	004178839	0.5870	0.9459
000007396	004477674	0.4325	0.9215
000007396	005033151	0.4615	0.9251
000007400	002582130	0.5958	0.9357
000007400	003246337	0.5903	0.9058
000007400	003299363	0.5668	0.9208
000007400	003410256	0.5810	0.9035
000007400	003450694	0.5543	0.9245
000007400	003980597	0.5423	0.9126
000007400	005063011	0.5772	0.9082
000007406	003221442	0.5525	0.9126
000007406	003259022	0.4160	0.9030
000007406	003278461	0.5606	0.9526
000007406	003326231	0.4702	0.9142
000007406	003384708	0.4172	0.9483
000007406	003388306	0.5195	0.9181
000007406	003538070	0.5658	0.9413
000007406	003596605	0.4809	0.9240
000007406	003599834	0.5530	0.9191
000007406	003607811	0.4641	0.9020
000007406	003707024	0.5674	0.9370
000007406	003840585	0.5684	0.9562
000007406	003980597	0.4681	0.9146
000007406	004028987	0.5022	0.9446
000007406	004253554	0.5579	0.9185
000007406	004477674	0.5667	0.9418
000007406	004613056	0.5880	0.9066
000007406	004935667	0.5589	0.9409
000007406	004946152	0.4723	0.9239
000007406	005063011	0.5808	0.9075
000007410	000146742	0.5582	0.9205
000007410	003468015	0.4506	0.9241
000007410	003762030	0.5227	0.9236
000007410	003917565	0.4930	0.9017
000007410	003926465	0.5800	0.9051
000007410	003969074	0.5101	0.9176
000007412	003201867	0.5145	0.9025
000007412	003249468	0.5189	0.9009
000007412	003452899	0.5501	0.9012
000007413	001687172	0.5414	0.9225
000007413	003221442	0.5593	0.9240
000007413	003221501	0.5968	0.9062
000007413	003259022	0.4696	0.9034
000007413	003278461	0.5959	0.9465
000007413	003326231	0.5144	0.9078
000007413	003384708	0.4577	0.9161
000007413	003707024	0.5756	0.9178
000007413	003823449	0.5711	0.9264
000007413	003927485	0.5847	0.9330
000007413	003980597	0.4904	0.9591
000007413	004002734	0.5953	0.9253
000007413	004028987	0.5511	0.9270
000007413	004034170	0.5392	0.9516
000007413	004253554	0.4984	0.9594
000007413	004477674	0.5346	0.9451
000007413	004935667	0.5536	0.9542
000007413	005013047	0.5454	0.9487
000007413	005033151	0.5353	0.9435
000007413	005063011	0.5991	0.9252
000007414	000154189	0.5337	0.9073
000007414	000154893	0.4834	0.9088
000007414	000161350	0.5055	0.9031
000007414	000162672	0.4750	0.9073
000007414	000168845	0.4845	0.9053
000007414	000170125	0.5295	0.9010
000007414	000182479	0.5654	0.9162
000007414	000185067	0.5289	0.9002
000007414	000185222	0.5157	0.9670
000007414	000185622	0.5579	0.9153
000007414	000185736	0.5204	0.9283
000007414	000286929	0.4724	0.9392
000007414	000423593	0.4540	0.9063
000007414	001064055	0.4566	0.9096
000007414	001069946	0.5205	0.9176
000007414	001156223	0.5902	0.9258
000007414	001165617	0.5779	0.9519
000007414	001165734	0.5796	0.9071
000007414	001263590	0.5040	0.9315
000007414	001291949	0.5055	0.9199
000007414	001293874	0.4926	0.9000
000007414	001309666	0.5286	0.9258
000007414	001718744	0.4038	0.9073
000007414	001844150	0.5363	0.9029
000007414	001905738	0.4006	0.9318
000007414	002076995	0.5545	0.9311
000007414	002141735	0.5653	0.9198
000007414	002570822	0.5409	0.9493
000007414	002793930	0.5786	0.9154
000007414	003172078	0.4489	0.9115
000007414	003192494	0.5031	0.9174
000007414	003216437	0.5261	0.9029
000007414	003216614	0.4753	0.9264
000007414	003219408	0.4889	0.9161
000007414	003221476	0.4450	0.9055
000007414	003223487	0.5959	0.9491
000007414	003224737	0.5759	0.9000
000007414	003226100	0.5570	0.9421
000007414	003226704	0.4881	0.9196
000007414	003229331	0.5702	0.9287
000007414	003233596	0.5851	0.9170
000007414	003234755	0.5412	0.9319
000007414	003236706	0.5583	0.9454
000007414	003238915	0.4700	0.9338
000007414	003240167	0.5606	0.9031
000007414	003242975	0.5671	0.9212
000007414	003244679	0.5257	0.9018
000007414	003246511	0.5469	0.9108
000007414	003246514	0.5234	0.9152
000007414	003248099	0.5828	0.9076
000007414	003249973	0.4547	0.9133
000007414	003250297	0.5400	0.9279
000007414	003252600	0.5760	0.9287
000007414	003252749	0.5994	0.9440
000007414	003260560	0.5263	0.9374
000007414	003261680	0.5796	0.9272
000007414	003265781	0.5339	0.9170
000007414	003273778	0.5937	0.9040
000007414	003274867	0.5810	0.9200
000007414	003277753	0.5545	0.9358
000007414	003285183	0.4922	0.9158
000007414	003286961	0.3954	0.9161
000007414	003291157	0.4353	0.9255
000007414	003294494	0.4838	0.9274
000007414	003299435	0.5724	0.9275
000007414	003313315	0.5839	0.9079
000007414	003317119	0.5625	0.9285
000007414	003354341	0.5303	0.9131
000007414	003360341	0.5668	0.9575
000007414	003366188	0.5057	0.9005
000007414	003377025	0.5144	0.9113
000007414	003382767	0.4948	0.9070
000007414	003385461	0.4525	0.9226
000007414	003385474	0.4592	0.9149
000007414	003391656	0.5621	0.9202
000007414	003392282	0.4061	0.9158
000007414	003392327	0.5700	0.9339
000007414	003395889	0.5356	0.9212
000007414	003401763	0.5555	0.9326
000007414	003404595	0.5988	0.9531
000007414	003413037	0.5665	0.9597
000007414	003417523	0.5728	0.9223
000007414	003419533	0.5724	0.9048
000007414	003419895	0.5719	0.9313
000007414	003421122	0.5419	0.9308
000007414	003422428	0.5713	0.9126
000007414	003433434	0.5817	0.9288
000007414	003443485	0.5820	0.9283
000007414	003444353	0.5482	0.9177
000007414	003460558	0.5265	0.9175
000007414	003470550	0.5272	0.9099
000007414	003470973	0.5806	0.9437
000007414	003479869	0.5380	0.9292
000007414	003481577	0.5750	0.9265
000007414	003484082	0.5675	0.9490
000007414	003484446	0.4293	0.9373
000007414	003486878	0.5638	0.9302
000007414	003487845	0.4158	0.9313
000007414	003488949	0.5468	0.9398
000007414	003489030	0.5842	0.9241
000007414	003492087	0.4531	0.9313
000007414	003492173	0.4992	0.9424
000007414	003497089	0.5666	0.9352
000007414	003502919	0.5363	0.9719
000007414	003505458	0.5815	0.9241
000007414	003508304	0.4887	0.9140
000007414	003510485	0.5355	0.9189
000007414	003514367	0.5589	0.9430
000007414	003514380	0.5614	0.9393
000007414	003519107	0.5333	0.9221
000007414	003520211	0.5066	0.9117
000007414	003520282	0.5877	0.9323
000007414	003522616	0.4137	0.9297
000007414	003527040	0.5885	0.9174
000007414	003529004	0.5047	0.9038
000007414	003532456	0.5147	0.9163
000007414	003564430	0.5666	0.9065
000007414	003567565	0.5426	0.9267
000007414	003568385	0.5271	0.9078
000007414	003576622	0.4948	0.9232
000007414	003577625	0.5474	0.9429
000007414	003582980	0.4275	0.9228
000007414	003588655	0.5905	0.9253
000007414	003589934	0.5668	0.9369
000007414	003590884	0.5397	0.9279
000007414	003591559	0.5587	0.9083
000007414	003591607	0.5623	0.9309
000007414	003592488	0.4965	0.9227
000007414	003593299	0.4390	0.9165
000007414	003595390	0.4435	0.9087
000007414	003595501	0.5622	0.9099
000007414	003597122	0.4652	0.9140
000007414	003597269	0.5027	0.9021
000007414	003597789	0.5002	0.9293
000007414	003598597	0.4655	0.9389
000007414	003598651	0.4523	0.9227
000007414	003599176	0.3903	0.9193
000007414	003599666	0.4927	0.9209
000007414	003600113	0.5851	0.9368
000007414	003600156	0.4514	0.9227
000007414	003601074	0.4547	0.9222
000007414	003601244	0.4994	0.9017
000007414	003601553	0.5184	0.9397
000007414	003607742	0.5984	0.9271
000007414	003607811	0.5847	0.9546
000007414	003612063	0.4590	0.9230
000007414	003612977	0.4839	0.9176
000007414	003613205	0.5607	0.9231
000007414	003615365	0.5781	0.9194
000007414	003617140	0.5710	0.9373
000007414	003620332	0.5451	0.9203
000007414	003624308	0.5395	0.9095
000007414	003635578	0.4498	0.9329
000007414	003648296	0.5353	0.9053
000007414	003656345	0.5728	0.9321
000007414	003661135	0.5706	0.9192
000007414	003668220	0.5528	0.9325
000007414	003672618	0.5680	0.9259
000007414	003674165	0.5144	0.9441
000007414	003676121	0.5685	0.9334
000007414	003679431	0.5172	0.9239
000007414	003682574	0.4966	0.9254
000007414	003688421	0.5048	0.9398
000007414	003688874	0.4919	0.9124
000007414	003689984	0.5486	0.9045
000007414	003699969	0.5448	0.9281
000007414	003700021	0.3965	0.9407
000007414	003700484	0.5814	0.9151
000007414	003700860	0.4242	0.9144
000007414	003701828	0.3882	0.9422
000007414	003702769	0.4785	0.9089
000007414	003703958	0.4360	0.9384
000007414	003704546	0.4288	0.9030
000007414	003705335	0.5393	0.9279
000007414	003706854	0.4533	0.9096
000007414	003712793	0.5870	0.9174
000007414	003713577	0.5030	0.9374
000007414	003716697	0.5504	0.9173
000007414	003717955	0.4846	0.9062
000007414	003719290	0.5007	0.9471
000007414	003723538	0.5892	0.9429
000007414	003724767	0.4876	0.9087
000007414	003731198	0.5675	0.9084
000007414	003735038	0.5204	0.9074
000007414	003745990	0.5517	0.9274
000007414	003776905	0.5595	0.9117
000007414	003781999	0.4818	0.9124
000007414	003791026	0.5819	0.9113
000007414	003793204	0.5551	0.9164
000007414	003795430	0.5863	0.9310
000007414	003797750	0.4987	0.9010
000007414	003804059	0.5063	0.9253
000007414	003807595	0.5858	0.9327
000007414	003809821	0.5384	0.9145
000007414	003817230	0.5261	0.9453
000007414	003832249	0.5628	0.9012
000007414	003838874	0.4917	0.9194
000007414	003856901	0.4931	0.9064
000007414	003873634	0.5150	0.9272
000007414	003879415	0.4477	0.9283
000007414	003884055	0.5911	0.9140
000007414	003884108	0.5735	0.9138
000007414	003891882	0.5516	0.9276
000007414	003906939	0.5513	0.9466
000007414	003912861	0.4829	0.9231
000007414	003916040	0.4763	0.9308
000007414	003923768	0.4921	0.9178
000007414	003938586	0.5468	0.9219
000007414	003940173	0.5357	0.9230
000007414	003940207	0.5818	0.9325
000007414	003940760	0.5250	0.9176
000007414	003947337	0.4158	0.9078
000007414	003947596	0.4440	0.9104
000007414	003961475	0.5763	0.9727
000007414	003963455	0.4847	0.9262
000007414	003966067	0.4779	0.9156
000007414	003968700	0.4335	0.9051
000007414	003970579	0.5139	0.9417
000007414	003971907	0.4382	0.9045
000007414	003972041	0.5021	0.9372
000007414	003972547	0.4996	0.9411
000007414	003974873	0.5695	0.9481
000007414	003975571	0.5323	0.9053
000007414	003976351	0.5985	0.9477
000007414	003987478	0.5088	0.9022
000007414	003993203	0.5390	0.9595
000007414	003998812	0.5298	0.9102
000007414	004000671	0.5583	0.9213
000007414	004011362	0.4010	0.9047
000007414	004012314	0.4608	0.9084
000007414	004016655	0.5114	0.9162
000007414	004020992	0.4952	0.9055
000007414	004021473	0.5872	0.9238
000007414	004021801	0.4875	0.9354
000007414	004021962	0.4921	0.9022
000007414	004024702	0.5429	0.9198
000007414	004024826	0.5034	0.9153
000007414	004026925	0.5742	0.9038
000007414	004027374	0.5306	0.9044
000007414	004029401	0.5181	0.9202
000007414	004030387	0.4576	0.9259
000007414	004030940	0.4816	0.9005
000007414	004046385	0.5247	0.9116
000007414	004047160	0.5587	0.9417
000007414	004053732	0.5703	0.9194
000007414	004059449	0.5093	0.9234
000007414	004064452	0.5593	0.9061
000007414	004068454	0.5928	0.9010
000007414	004076563	0.5045	0.9111
000007414	004078132	0.4756	0.9168
000007414	004127832	0.5607	0.9266
000007414	004136524	0.5828	0.9046
000007414	004201023	0.4474	0.9296
000007414	004241417	0.5542	0.9069
000007414	004261492	0.4510	0.9175
000007414	004265943	0.5038	0.9006
000007414	004268173	0.5806	0.9361
000007414	004277582	0.4409	0.9144
000007414	004377695	0.5751	0.9293
000007414	004391291	0.5729	0.9193
000007414	004405252	0.5075	0.9186
000007414	004415790	0.5316	0.9069
000007414	004429823	0.5741	0.9175
000007414	004448672	0.5746	0.9093
000007414	004476649	0.4454	0.9050
000007414	004483125	0.5086	0.9113
000007414	004487335	0.4957	0.9113
000007414	004494806	0.5650	0.9183
000007414	004500222	0.4978	0.9273
000007414	004505160	0.5151	0.9265
000007414	004533388	0.5707	0.9015
000007414	004548389	0.5426	0.9016
000007414	004562486	0.4821	0.9286
000007414	004592780	0.5310	0.9032
000007414	004608704	0.4880	0.9168
000007414	004627786	0.5578	0.9280
000007414	004663619	0.5765	0.9180
000007414	004668932	0.4699	0.9040
000007414	004669027	0.4921	0.9124
000007414	004675879	0.4655	0.9066
000007414	004937587	0.5392	0.9426
000007414	004957284	0.5371	0.9700
000007414	004960361	0.5814	0.9345
000007414	004960783	0.5605	0.9139
000007414	004970161	0.5848	0.9244
000007414	004974745	0.5803	0.9470
000007414	004977576	0.5905	0.9641
000007414	004978305	0.5449	0.9403
000007414	004978402	0.5899	0.9080
000007414	005013895	0.5214	0.9231
000007414	005016484	0.4865	0.9253
000007414	005019689	0.5668	0.9501
000007414	005021918	0.5285	0.9184
000007414	005030431	0.5619	0.9387
000007414	005032667	0.5836	0.9040
000007414	005033092	0.5774	0.9147
000007414	005034502	0.5502	0.9225
000007414	005035935	0.5261	0.9379
000007414	005040936	0.4942	0.9086
000007414	005046498	0.5625	0.9462
000007414	005056599	0.4661	0.9304
000007414	005056886	0.5785	0.9019
000007414	005060709	0.5578	0.9121
000007414	005063005	0.4869	0.9078
000007414	005064017	0.4747	0.9245
000007414	005064725	0.5953	0.9472
000007414	005080542	0.5534	0.9319
000007414	005082717	0.4670	0.9008
000138927	003278461	0.4585	0.9330
000138927	003427234	0.5800	0.9048
000138927	003538070	0.5492	0.9398
000138927	003837507	0.5855	0.9148
000138927	004009350	0.5560	0.9044
000138927	004178839	0.5743	0.9467
000138927	004477674	0.4849	0.9261
000138927	005033151	0.4693	0.9256
000142171	003278461	0.5395	0.9273
000142171	003384708	0.5348	0.9335
000142171	003823449	0.5862	0.9058
000142171	003979604	0.5264	0.9028
000142171	003980597	0.5252	0.9228
000142171	003983612	0.5292	0.9074
000142171	004002734	0.5195	0.9038
000142171	004009350	0.5861	0.9279
000142171	004253554	0.4712	0.9050
000142171	004477674	0.5078	0.9188
000142171	004935667	0.5908	0.9008
000142171	005013047	0.5388	0.9043
000142171	005033151	0.5060	0.9204
000146742	000170125	0.4822	0.9018
000146742	000423593	0.3562	0.9072
000146742	002141735	0.4595	0.9324
000146742	002469820	0.4174	0.9204
000146742	002770320	0.4617	0.9023
000146742	003223487	0.4839	0.9227
000146742	003269109	0.4337	0.9390
000146742	003270187	0.4402	0.9006
000146742	003278994	0.3759	0.9004
000146742	003299336	0.4615	0.9136
000146742	003413037	0.4687	0.9025
000146742	003422428	0.3852	0.9161
000146742	003444353	0.4036	0.9250
000146742	003484082	0.4762	0.9022
000146742	003496803	0.4462	0.9267
000146742	003600113	0.4516	0.9283
000146742	003602156	0.5981	0.9444
000146742	003621686	0.5352	0.9009
000146742	003762030	0.3889	0.9132
000146742	003815944	0.4841	0.9164
000146742	003926465	0.4292	0.9291
000146742	003947087	0.4136	0.9275
000146742	003952751	0.3472	0.9209
000146742	003955195	0.5208	0.9162
000146742	003959126	0.3826	0.9352
000146742	003967895	0.4767	0.9107
000146742	003972041	0.4370	0.9073
000146742	003997800	0.4836	0.9123
000146742	004023279	0.3896	0.9057
000146742	004024974	0.4286	0.9342
000146742	004346242	0.4185	0.9143
000146742	004944506	0.5358	0.9022
000146742	004950254	0.4633	0.9069
000146742	004977576	0.4042	0.9017
000146742	004978411	0.4504	0.9010
000146742	004986716	0.4075	0.9132
000146742	004989205	0.3933	0.9073
000146742	005001455	0.4311	0.9070
000146742	005029261	0.4799	0.9245
000146742	005029334	0.3968	0.9004
000146742	005034081	0.4805	0.9217
000146742	005034467	0.3628	0.9104
000146742	005052629	0.4299	0.9224
000146742	005055414	0.4182	0.9293
000146742	005056599	0.4188	0.9120
000146742	005056886	0.4005	0.9275
000146742	005060255	0.3340	0.9257
000146742	005064007	0.4779	0.9080
000146742	005078298	0.4099	0.9066
000146742	005082717	0.4185	0.9048
000146743	004375667	0.5429	0.9009
000146744	005049196	0.5894	0.9422
000150850	003277734	0.5962	0.9221
000150850	003974487	0.5999	0.9406
000150850	003980597	0.5321	0.9097
000150850	004236698	0.5970	0.9460
000150856	003277734	0.5679	0.9062
000150856	003893356	0.5874	0.9029
000150856	003974487	0.5802	0.9214
000150856	003980597	0.4816	0.9031
000153044	002582130	0.5676	0.9239
000153044	002712021	0.5959	0.9183
000153044	003223487	0.5653	0.9140
000153044	003251612	0.5556	0.9029
000153044	003256028	0.5159	0.9003
000153044	003260732	0.5873	0.9002
000153044	003299363	0.5530	0.9252
000153044	003410256	0.5593	0.9076
000153044	003450694	0.5441	0.9293
000153044	003613205	0.5980	0.9090
000153044	003980597	0.5511	0.9339
000153044	005063011	0.5847	0.9048
000153248	000379641	0.5161	0.9147
000153248	001687172	0.4916	0.9057
000153248	001718744	0.4977	0.9035
000153248	001866769	0.5730	0.9002
000153248	003209165	0.5836	0.9023
000153248	003221442	0.5545	0.9364
000153248	003256028	0.5004	0.9126
000153248	003259022	0.4070	0.9283
000153248	003277734	0.4760	0.9167
000153248	003278461	0.5472	0.9323
000153248	003326231	0.4626	0.9165
000153248	003384708	0.4502	0.9452
000153248	003388306	0.5016	0.9064
000153248	003498187	0.5885	0.9015
000153248	003502895	0.5960	0.9003
000153248	003538070	0.5811	0.9274
000153248	003596605	0.5119	0.9146
000153248	003599834	0.5315	0.9103
000153248	003607811	0.4724	0.9075
000153248	003688269	0.5683	0.9080
000153248	003707024	0.5407	0.9307
000153248	003840585	0.5962	0.9061
000153248	003974487	0.5730	0.9354
000153248	003980597	0.4329	0.9637
000153248	003983612	0.5964	0.9269
000153248	004026880	0.5761	0.9142
000153248	004028987	0.4882	0.9356
000153248	004034170	0.5844	0.9450
000153248	004253554	0.5232	0.9485
000153248	004477674	0.5581	0.9286
000153248	004935667	0.5724	0.9466
000153248	004946152	0.5052	0.9113
000153248	005013047	0.5966	0.9468
000153248	005030272	0.5706	0.9139
000153248	005033151	0.5942	0.9403
000153248	005063011	0.5725	0.9481
000154189	003246554	0.4819	0.9345
000154189	003278461	0.5551	0.9275
000154189	003304881	0.3439	0.9093
000154189	003326231	0.4227	0.9019
000154189	003334423	0.4252	0.9241
000154189	003388306	0.4426	0.9165
000154189	003390813	0.4740	0.9329
000154189	003467177	0.5400	0.9269
000154189	003486492	0.4777	0.9552
000154189	003489485	0.4380	0.9021
000154189	003497699	0.5495	0.9565
000154189	003711543	0.4532	0.9421
000154189	003790340	0.5231	0.9469
000154189	003863960	0.4600	0.9325
000154189	003938644	0.3723	0.9123
000154189	003979604	0.5154	0.9040
000154189	003981561	0.4455	0.9100
000154189	003983612	0.5057	0.9066
000154189	003988870	0.4840	0.9022
000154189	004002734	0.5351	0.9075
000154189	004009350	0.5415	0.9023
000154189	004028987	0.4000	0.9202
000154189	004034170	0.5284	0.9472
000154189	004253554	0.4777	0.9300
000154189	004477674	0.5161	0.9209
000154189	004935667	0.4020	0.9256
000154189	005013047	0.4857	0.9360
000154189	005033151	0.4830	0.9498
000154893	003278461	0.4962	0.9186
000154893	003384708	0.5321	0.9460
000154893	003893356	0.5660	0.9015
000154893	003927485	0.4760	0.9058
000154893	003979604	0.4991	0.9136
000154893	003980597	0.4962	0.9382
000154893	003983612	0.4974	0.9171
000154893	004002734	0.4813	0.9098
000154893	004009350	0.5671	0.9331
000154893	004028987	0.5703	0.9174
000154893	004034170	0.4721	0.9036
000154893	004253554	0.4678	0.9094
000154893	004477674	0.4876	0.9102
000154893	004935667	0.5684	0.9076
000154893	004946152	0.5736	0.9047
000154893	005013047	0.5060	0.9099
000154893	005033151	0.4934	0.9196
000154893	005063011	0.5702	0.9082
000161350	003225736	0.3987	0.9015
000161350	003304881	0.3142	0.9059
000161350	003384708	0.3901	0.9019
000161350	003388306	0.4291	0.9043
000161350	003467177	0.4272	0.9004
000161350	003468015	0.3597	0.9548
000161350	003486492	0.3983	0.9081
000161350	003489485	0.3960	0.9054
000161350	003699154	0.3170	0.9065
000161350	003888854	0.3396	0.9306
000161350	003893356	0.4233	0.9401
000161350	003938644	0.3683	0.9065
000161350	003979604	0.5075	0.9039
000161350	003980597	0.4354	0.9284
000161350	003983612	0.4902	0.9129
000161350	004023963	0.3204	0.9082
000161350	004028987	0.4785	0.9112
000161350	004034170	0.4202	0.9333
000161350	004253554	0.4192	0.9391
000161350	004935667	0.4943	0.9092
000161350	004946152	0.4962	0.9066
000161350	005013047	0.4394	0.9235
000161350	005033151	0.4135	0.9015
000162672	003278461	0.5269	0.9080
000162672	003384708	0.5390	0.9300
000162672	003979604	0.4791	0.9150
000162672	003980597	0.5042	0.9079
000162672	003983612	0.4855	0.9156
000162672	004002734	0.4819	0.9004
000162672	004009350	0.5669	0.9048
000162672	005033151	0.5168	0.9050
000168845	003276533	0.4257	0.9042
000168845	003278461	0.4784	0.9267
000168845	003384708	0.4651	0.9349
000168845	003538070	0.5985	0.9034
000168845	003927485	0.4936	0.9103
000168845	003979604	0.4983	0.9095
000168845	003980597	0.4395	0.9269
000168845	003983612	0.4841	0.9106
000168845	004002734	0.4861	0.9102
000168845	004009350	0.5448	0.9259
000168845	004028987	0.5163	0.9120
000168845	004034170	0.4624	0.9050
000168845	004253554	0.4497	0.9058
000168845	004477674	0.4954	0.9213
000168845	004935667	0.5780	0.9038
000168845	005013047	0.4970	0.9106
000168845	005033151	0.4850	0.9281
000170125	000379641	0.5285	0.9088
000170125	002419913	0.5472	0.9007
000170125	003259022	0.4313	0.9264
000170125	003277734	0.5599	0.9547
000170125	003326231	0.5558	0.9206
000170125	003384708	0.5141	0.9104
000170125	003388306	0.4496	0.9153
000170125	003599834	0.5534	0.9078
000170125	003607811	0.4384	0.9220
000170125	003705615	0.3802	0.9005
000170125	003893356	0.5846	0.9230
000170125	003974487	0.5514	0.9592
000170125	003979604	0.5194	0.9046
000170125	003980597	0.4766	0.9357
000170125	003983612	0.5273	0.9120
000170125	004028987	0.5357	0.9241
000170125	004034170	0.4566	0.9066
000170125	004236698	0.5298	0.9277
000170125	004253554	0.3992	0.9330
000170125	004935667	0.4521	0.9222
000170125	005013047	0.4846	0.9177
000170125	005063011	0.5192	0.9351
000177877	002429118	0.5883	0.9249
000177877	004265943	0.5592	0.9098
000177877	005033151	0.5987	0.9114
000182479	003278461	0.5562	0.9188
000182479	003384708	0.5057	0.9209
000182479	003979604	0.5686	0.9128
000182479	003983612	0.5606	0.9150
000182479	003988870	0.4909	0.9107
000182479	004002734	0.5476	0.9105
000182479	004477674	0.5235	0.9068
000182479	004946152	0.5758	0.9452
000182479	005033151	0.5210	0.9069
000185067	000379641	0.3837	0.9108
000185067	003201755	0.3517	0.9123
000185067	003221442	0.5467	0.9025
000185067	003276533	0.3588	0.9072
000185067	003277734	0.3963	0.9432
000185067	003278461	0.5068	0.9222
000185067	003326231	0.4822	0.9261
000185067	003388306	0.4057	0.9036
000185067	003707024	0.5511	0.9165
000185067	003823449	0.5231	0.9344
000185067	003837507	0.5574	0.9211
000185067	003893356	0.3908	0.9077
000185067	003974487	0.4278	0.9085
000185067	003980597	0.3826	0.9423
000185067	003981561	0.3529	0.9056
000185067	003983612	0.5090	0.9001
000185067	004002734	0.5060	0.9011
000185067	004009350	0.5175	0.9221
000185067	004023963	0.3179	0.9038
000185067	004025316	0.4961	0.9241
000185067	004028987	0.4647	0.9224
000185067	004034170	0.4072	0.9462
000185067	004253554	0.3668	0.9428
000185067	004477674	0.4437	0.9193
000185067	004935667	0.4461	0.9274
000185067	005013047	0.4220	0.9506
000185067	005028264	0.4116	0.9162
000185067	005033151	0.3922	0.9388
000185222	000379641	0.4034	0.9314
000185222	003221501	0.4807	0.9266
000185222	003256028	0.4806	0.9082
000185222	003259022	0.3885	0.9282
000185222	003271417	0.5987	0.9103
000185222	003277734	0.4134	0.9135
000185222	003278461	0.4847	0.9532
000185222	003326231	0.4329	0.9322
000185222	003384708	0.4200	0.9525
000185222	003388306	0.4284	0.9527
000185222	003501011	0.5880	0.9177
000185222	003502895	0.5125	0.9085
000185222	003599834	0.4203	0.9228
000185222	003707024	0.4970	0.9311
000185222	003801207	0.5843	0.9031
000185222	003893356	0.4655	0.9269
000185222	003926817	0.4984	0.9084
000185222	003927485	0.4726	0.9518
000185222	003979604	0.5277	0.9727
000185222	003980597	0.4213	0.9512
000185222	003983612	0.5068	0.9721
000185222	003988870	0.4423	0.9440
000185222	004002734	0.4916	0.9538
000185222	004009350	0.4961	0.9618
000185222	004028987	0.4613	0.9707
000185222	004034170	0.4157	0.9620
000185222	004178839	0.5785	0.9067
000185222	004253554	0.4030	0.9547
000185222	004477674	0.4649	0.9368
000185222	004935667	0.5263	0.9528
000185222	004946152	0.4801	0.9360
000185222	005013047	0.4457	0.9604
000185222	005033151	0.4293	0.9693
000185222	005063011	0.4601	0.9159
000185557	003177989	0.5932	0.9497
